frame,FB,LR,height,spread,cy_speed,cx,cy,cz
241,-1.0,-1.6513547196339573e-09,0.0,1.0,0.0,-1.6513547196339573e-09,-1.0,0.0
242,-1.0,-2.111961383555183e-09,0.0,0.9999999999999999,0.0,-2.111961383555183e-09,-1.0,0.0
243,-1.0,-2.0745303253022485e-09,0.0,1.0,1.1102230246251565e-14,-2.0745303253022485e-09,-1.0,0.0
244,-0.9999999999999998,-1.1217721196388197e-09,0.0,0.9999999999999999,0.0,-1.1217721196388197e-09,-0.9999999999999998,0.0
245,-1.0,-1.8935647494444652e-10,0.0,1.0,-5.551115123125783e-15,-1.8935647494444652e-10,-1.0,0.0
246,-0.9999999999999999,2.617628114265358e-09,0.0,0.9999999999999999,0.0,2.617628114265358e-09,-0.9999999999999999,0.0
247,-1.0,-3.464991071844281e-10,0.0,1.0,-5.551115123125783e-15,-3.464991071844281e-10,-1.0,0.0
248,-1.0,-8.456104150234012e-10,0.0,0.9999999999999999,0.0,-8.456104150234012e-10,-1.0,0.0
249,-1.0,3.1682934609200686e-09,0.0,1.0,0.0,3.1682934609200686e-09,-1.0,0.0
250,-1.0,5.727882890216307e-09,0.0,1.0,1.1102230246251565e-14,5.727882890216307e-09,-1.0,0.0
251,-0.9999999999999998,1.0853590248771638e-09,0.0,0.9999999999999998,0.0,1.0853590248771638e-09,-0.9999999999999998,0.0
252,-1.0,-4.433581946017284e-09,0.0,1.0,-1.1102230246251565e-14,-4.433581946017284e-09,-1.0,0.0
253,-1.0,-6.0319089167926165e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,-6.0319089167926165e-09,-1.0,0.0
254,-1.0000000000000002,-3.372266466072915e-09,0.0,1.0,0.0,-3.372266466072915e-09,-1.0000000000000002,0.0
255,-1.0,9.145176282920886e-10,0.0,1.0,2.220446049250313e-14,9.145176282920886e-10,-1.0,0.0
256,-0.9999999999999998,-1.7498969495655103e-09,0.0,1.0,5.551115123125783e-15,-1.7498969495655103e-09,-0.9999999999999998,0.0
257,-0.9999999999999999,3.4549106908698946e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,3.4549106908698946e-09,-0.9999999999999999,0.0
258,-1.0,1.2440040664252194e-09,0.0,0.9999999999999999,-5.551115123125783e-15,1.2440040664252194e-09,-1.0,0.0
259,-1.0,-2.5981211626557865e-10,0.0,1.0,1.1102230246251565e-14,-2.5981211626557865e-10,-1.0,0.0
260,-0.9999999999999998,7.770916854443755e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,7.770916854443755e-09,-0.9999999999999998,0.0
261,-1.0000000000000002,2.766432138923136e-09,0.0,1.0,0.0,2.766432138923136e-09,-1.0000000000000002,0.0
262,-0.9999999999999998,-9.932656364064485e-10,0.0,0.9999999999999999,1.6653345369377348e-14,-9.932656364064485e-10,-0.9999999999999998,0.0
263,-0.9999999999999999,2.9149364033642655e-09,0.0,1.0,-5.551115123125783e-15,2.9149364033642655e-09,-0.9999999999999999,0.0
264,-0.9999999999999999,4.601005521021051e-09,0.0,0.9999999999999999,-5.551115123125783e-15,4.601005521021051e-09,-0.9999999999999999,0.0
265,-1.0,-2.3833389706240382e-09,0.0,0.9999999999999999,-5.551115123125783e-15,-2.3833389706240382e-09,-1.0,0.0
266,-1.0,-3.571512419142664e-09,0.0,1.0,0.0,-3.571512419142664e-09,-1.0,0.0
267,-1.0,5.959980842185075e-10,0.0,1.0,0.0,5.959980842185075e-10,-1.0,0.0
268,-1.0,-2.0019378932367715e-09,0.0,1.0,0.0,-2.0019378932367715e-09,-1.0,0.0
269,-1.0,1.0614850665113806e-09,0.0,1.0,0.0,1.0614850665113806e-09,-1.0,0.0
270,-1.0,3.60378987762644e-09,0.0,1.0,0.0,3.60378987762644e-09,-1.0,0.0
271,-1.0,-9.40550304306953e-10,0.0,1.0,0.0,-9.40550304306953e-10,-1.0,0.0
272,-1.0,-1.90582355452662e-09,0.0,0.9999999999999999,0.0,-1.90582355452662e-09,-1.0,0.0
273,-1.0,2.2247505504502385e-09,0.0,1.0,0.0,2.2247505504502385e-09,-1.0,0.0
274,-1.0,7.617832253892232e-09,0.0,1.0,0.0,7.617832253892232e-09,-1.0,0.0
275,-1.0,1.738557264818752e-08,0.0,0.9999999999999997,0.0,1.738557264818752e-08,-1.0,0.0
276,-1.0,2.092324685731839e-08,0.0,0.9999999999999998,0.0,2.092324685731839e-08,-1.0,0.0
277,-1.0,3.5651073204689965e-09,0.0,1.0,0.0,3.5651073204689965e-09,-1.0,0.0
278,-1.0,1.2857976627866918e-09,0.0,1.0,0.0,1.2857976627866918e-09,-1.0,0.0
279,-1.0,2.2016540923708305e-08,0.0,0.9999999999999999,0.0,2.2016540923708305e-08,-1.0,0.0
280,-1.0,1.9225736058725573e-08,0.0,0.9999999999999999,0.0,1.9225736058725573e-08,-1.0,0.0
281,-1.0,1.19362903172604e-08,0.0,1.0,5.551115123125783e-15,1.19362903172604e-08,-1.0,0.0
282,-0.9999999999999999,1.092126189483622e-08,0.0,0.9999999999999999,5.551115123125783e-15,1.092126189483622e-08,-0.9999999999999999,0.0
283,-0.9999999999999999,8.705155152277655e-09,0.0,1.0,5.551115123125783e-15,8.705155152277655e-09,-0.9999999999999999,0.0
284,-0.9999999999999998,1.956997769392288e-08,0.0,0.9999999999999998,-5.551115123125783e-15,1.956997769392288e-08,-0.9999999999999998,0.0
285,-1.0,1.4911710255471888e-08,0.0,0.9999999999999999,-5.551115123125783e-15,1.4911710255471888e-08,-1.0,0.0
286,-0.9999999999999999,-1.7954182307544642e-09,0.0,0.9999999999999999,0.0,-1.7954182307544642e-09,-0.9999999999999999,0.0
287,-1.0,-4.4559267109445244e-09,0.0,1.0,-5.551115123125783e-15,-4.4559267109445244e-09,-1.0,0.0
288,-1.0,-8.685375474382084e-09,0.0,0.9999999999999999,5.551115123125783e-15,-8.685375474382084e-09,-1.0,0.0
289,-0.9999999999999999,-7.584397831994494e-09,0.0,0.9999999999999999,0.0,-7.584397831994494e-09,-0.9999999999999999,0.0
290,-1.0,-4.1646247561644145e-09,0.0,1.0,0.0,-4.1646247561644145e-09,-1.0,0.0
291,-0.9999999999999999,1.4533679260075871e-09,0.0,0.9999999999999999,5.551115123125783e-15,1.4533679260075871e-09,-0.9999999999999999,0.0
292,-0.9999999999999999,1.308345784489795e-08,0.0,0.9999999999999999,-5.551115123125783e-15,1.308345784489795e-08,-0.9999999999999999,0.0
293,-1.0,1.9021232006144473e-08,0.0,0.9999999999999998,-5.551115123125783e-15,1.9021232006144473e-08,-1.0,0.0
294,-1.0,1.910376146163628e-08,0.0,0.9999999999999998,0.0,1.910376146163628e-08,-1.0,0.0
295,-1.0,1.646652536546611e-08,0.0,0.9999999999999999,5.551115123125783e-15,1.646652536546611e-08,-1.0,0.0
296,-0.9999999999999999,6.451985362643242e-09,0.0,0.9999999999999999,0.0,6.451985362643242e-09,-0.9999999999999999,0.0
297,-1.0,-5.9857142853392276e-09,0.0,1.0,0.0,-5.9857142853392276e-09,-1.0,0.0
298,-0.9999999999999999,-3.4455976682945533e-09,0.0,0.9999999999999999,0.0,-3.4455976682945533e-09,-0.9999999999999999,0.0
299,-1.0,-2.474925764328617e-09,0.0,1.0,-5.551115123125783e-15,-2.474925764328617e-09,-1.0,0.0
300,-1.0,-2.8536777663124013e-09,0.0,1.0,0.0,-2.8536777663124013e-09,-1.0,0.0
301,-1.0,-8.049415523014858e-09,0.0,1.0,0.0,-8.049415523014858e-09,-1.0,0.0
302,-1.0,-1.0648936898949302e-08,0.0,0.9999999999999999,0.0,-1.0648936898949302e-08,-1.0,0.0
303,-1.0,1.1945547051528393e-09,0.0,1.0,0.0,1.1945547051528393e-09,-1.0,0.0
304,-1.0,3.605387377536573e-09,0.0,1.0,0.0,3.605387377536573e-09,-1.0,0.0
305,-1.0,-2.024330869598856e-09,0.0,1.0,0.0,-2.024330869598856e-09,-1.0,0.0
306,-1.0,-2.55727686249152e-09,0.0,1.0,0.0,-2.55727686249152e-09,-1.0,0.0
307,-1.0,1.7773723326452995e-09,0.0,0.9999999999999999,0.0,1.7773723326452995e-09,-1.0,0.0
308,-1.0,1.9708719101174665e-09,0.0,0.9999999999999999,0.0,1.9708719101174665e-09,-1.0,0.0
309,-1.0,-7.932262624521513e-10,0.0,1.0,0.0,-7.932262624521513e-10,-1.0,0.0
310,-1.0,1.2844459107430595e-09,0.0,1.0,0.0,1.2844459107430595e-09,-1.0,0.0
311,-1.0,5.4509032565430715e-09,0.0,1.0,0.0,5.4509032565430715e-09,-1.0,0.0
312,-1.0,3.317096375354822e-09,0.0,1.0,0.0,3.317096375354822e-09,-1.0,0.0
313,-1.0,-3.227339978595367e-09,0.0,1.0,0.0,-3.227339978595367e-09,-1.0,0.0
314,-1.0,-1.618607053943677e-09,0.0,1.0,0.0,-1.618607053943677e-09,-1.0,0.0
315,-1.0,1.1265491317580256e-09,0.0,1.0,-1.1102230246251565e-14,1.1265491317580256e-09,-1.0,0.0
316,-1.0000000000000002,-4.2501807628880783e-10,0.0,1.0,0.0,-4.2501807628880783e-10,-1.0000000000000002,0.0
317,-1.0,-4.210799070536453e-09,0.0,1.0,1.1102230246251565e-14,-4.210799070536453e-09,-1.0,0.0
318,-1.0,-3.3883749139818065e-09,0.0,1.0,5.551115123125783e-15,-3.3883749139818065e-09,-1.0,0.0
319,-0.9999999999999999,2.5490125565852395e-09,0.0,0.9999999999999999,0.0,2.5490125565852395e-09,-0.9999999999999999,0.0
320,-1.0,-6.15790113345227e-10,0.0,1.0,-5.551115123125783e-15,-6.15790113345227e-10,-1.0,0.0
321,-1.0,-4.593380148465442e-09,0.0,1.0,0.0,-4.593380148465442e-09,-1.0,0.0
322,-1.0,-3.2382441450540256e-09,0.0,1.0,0.0,-3.2382441450540256e-09,-1.0,0.0
323,-1.0,-5.010876436006839e-10,0.0,1.0,0.0,-5.010876436006839e-10,-1.0,0.0
324,-1.0,-6.104848848664801e-10,0.0,1.0,1.1102230246251565e-14,-6.104848848664801e-10,-1.0,0.0
325,-0.9999999999999998,-1.6861065321727153e-10,0.0,0.9999999999999999,0.0,-1.6861065321727153e-10,-0.9999999999999998,0.0
326,-1.0,2.6928548835236654e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,2.6928548835236654e-09,-1.0,0.0
327,-1.0,1.6301920646721868e-09,0.0,1.0,0.0,1.6301920646721868e-09,-1.0,0.0
328,-1.0,-5.444621142824957e-10,0.0,1.0,0.0,-5.444621142824957e-10,-1.0,0.0
329,-1.0,-1.5959103483176307e-10,0.0,1.0,0.0,-1.5959103483176307e-10,-1.0,0.0
330,-1.0,3.2156298734875577e-09,0.0,1.0,0.0,3.2156298734875577e-09,-1.0,0.0
331,-1.0,6.912455330354561e-10,0.0,1.0,5.551115123125783e-15,6.912455330354561e-10,-1.0,0.0
332,-0.9999999999999999,-1.1514451336847031e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,-1.1514451336847031e-09,-0.9999999999999999,0.0
333,-1.0000000000000002,1.6925310319937381e-09,0.0,1.0,-1.6653345369377348e-14,1.6925310319937381e-09,-1.0000000000000002,0.0
334,-1.0000000000000002,1.5413613996262399e-09,0.0,1.0,1.1102230246251565e-14,1.5413613996262399e-09,-1.0000000000000002,0.0
335,-1.0,1.8610490370996047e-09,0.0,1.0,1.1102230246251565e-14,1.8610490370996047e-09,-1.0,0.0
336,-1.0,5.253535828586564e-09,0.0,1.0,0.0,5.253535828586564e-09,-1.0,0.0
337,-1.0,7.477255009602501e-09,0.0,1.0,0.0,7.477255009602501e-09,-1.0,0.0
338,-1.0,2.538582816180579e-09,0.0,1.0,5.551115123125783e-15,2.538582816180579e-09,-1.0,0.0
339,-0.9999999999999999,-2.3341461263814978e-09,0.0,1.0,0.0,-2.3341461263814978e-09,-0.9999999999999999,0.0
340,-1.0,-2.282503935857605e-09,0.0,1.0,-5.551115123125783e-15,-2.282503935857605e-09,-1.0,0.0
341,-1.0,-8.236392123883718e-10,0.0,0.9999999999999999,0.0,-8.236392123883718e-10,-1.0,0.0
342,-1.0,-2.855398140155785e-10,0.0,1.0,0.0,-2.855398140155785e-10,-1.0,0.0
343,-1.0,1.8265347290213896e-09,0.0,1.0,0.0,1.8265347290213896e-09,-1.0,0.0
344,-1.0,2.3194361153944243e-09,0.0,1.0,0.0,2.3194361153944243e-09,-1.0,0.0
345,-1.0,-8.436254472776739e-11,0.0,1.0,0.0,-8.436254472776739e-11,-1.0,0.0
346,-1.0,-1.455357334645413e-09,0.0,1.0,0.0,-1.455357334645413e-09,-1.0,0.0
347,-1.0,-2.4950589094796527e-09,0.0,0.9999999999999999,5.551115123125783e-15,-2.4950589094796527e-09,-1.0,0.0
348,-0.9999999999999999,1.422253786964589e-09,0.0,1.0,1.1102230246251565e-14,1.422253786964589e-09,-0.9999999999999999,0.0
349,-0.9999999999999998,1.8474599350337684e-09,0.0,0.9999999999999999,0.0,1.8474599350337684e-09,-0.9999999999999998,0.0
350,-0.9999999999999999,1.6399633873120933e-09,0.0,0.9999999999999999,-2.220446049250313e-14,1.6399633873120933e-09,-0.9999999999999999,0.0
351,-1.0000000000000002,3.885630150968211e-09,0.0,1.0,-5.551115123125783e-15,3.885630150968211e-09,-1.0000000000000002,0.0
352,-1.0,3.240675089388745e-09,0.0,1.0,1.1102230246251565e-14,3.240675089388745e-09,-1.0,0.0
353,-1.0,-1.6504803912464894e-09,0.0,1.0,5.551115123125783e-15,-1.6504803912464894e-09,-1.0,0.0
354,-0.9999999999999999,-2.584910896441528e-09,0.0,0.9999999999999999,0.0,-2.584910896441528e-09,-0.9999999999999999,0.0
355,-1.0,1.7078646552537435e-09,0.0,1.0,-5.551115123125783e-15,1.7078646552537435e-09,-1.0,0.0
356,-1.0,-1.4282935945075792e-11,0.0,1.0,0.0,-1.4282935945075792e-11,-1.0,0.0
357,-1.0,-2.17170934013744e-09,0.0,0.9999999999999999,0.0,-2.17170934013744e-09,-1.0,0.0
358,-1.0,-2.8985710776030515e-09,0.0,1.0,0.0,-2.8985710776030515e-09,-1.0,0.0
359,-1.0,-3.922333513539655e-09,0.0,1.0,1.1102230246251565e-14,-3.922333513539655e-09,-1.0,0.0
360,-0.9999999999999998,-1.3145038946227317e-09,0.0,1.0,0.0,-1.3145038946227317e-09,-0.9999999999999998,0.0
361,-1.0,3.5512394691572524e-09,0.0,1.0,-1.1102230246251565e-14,3.5512394691572524e-09,-1.0,0.0
362,-1.0,3.165306294850012e-09,0.0,1.0,1.1102230246251565e-14,3.165306294850012e-09,-1.0,0.0
363,-0.9999999999999998,7.330425155771536e-10,0.0,1.0,5.551115123125783e-15,7.330425155771536e-10,-0.9999999999999998,0.0
364,-0.9999999999999999,1.6260095769826677e-09,0.0,0.9999999999999999,0.0,1.6260095769826677e-09,-0.9999999999999999,0.0
365,-0.9999999999999998,5.267774716433138e-09,0.0,0.9999999999999999,-5.551115123125783e-15,5.267774716433138e-09,-0.9999999999999998,0.0
366,-1.0,6.27631188687694e-09,0.0,1.0,-2.220446049250313e-14,6.27631188687694e-09,-1.0,0.0
367,-1.0000000000000002,9.599043782060335e-12,0.0,1.0,5.551115123125783e-15,9.599043782060335e-12,-1.0000000000000002,0.0
368,-0.9999999999999999,-3.877666132634516e-09,0.0,0.9999999999999999,1.1102230246251565e-14,-3.877666132634516e-09,-0.9999999999999999,0.0
369,-1.0,6.77689127037695e-10,0.0,0.9999999999999999,-5.551115123125783e-15,6.77689127037695e-10,-1.0,0.0
370,-1.0,1.6463707341873857e-09,0.0,1.0,-1.1102230246251565e-14,1.6463707341873857e-09,-1.0,0.0
371,-1.0000000000000002,3.392889025288781e-09,0.0,1.0,0.0,3.392889025288781e-09,-1.0000000000000002,0.0
372,-1.0,3.82862114234328e-09,0.0,1.0,0.0,3.82862114234328e-09,-1.0,0.0
373,-1.0000000000000002,-1.7778414851399305e-09,0.0,1.0,0.0,-1.7778414851399305e-09,-1.0000000000000002,0.0
374,-1.0,-1.5732004865487426e-09,0.0,0.9999999999999999,1.1102230246251565e-14,-1.5732004865487426e-09,-1.0,0.0
375,-1.0,8.259908312879816e-10,0.0,1.0,0.0,8.259908312879816e-10,-1.0,0.0
376,-1.0,-4.836578360034594e-10,0.0,1.0,0.0,-4.836578360034594e-10,-1.0,0.0
377,-1.0,3.612279642073446e-10,0.0,1.0,0.0,3.612279642073446e-10,-1.0,0.0
378,-1.0,-2.420630668131807e-09,0.0,1.0,0.0,-2.420630668131807e-09,-1.0,0.0
379,-1.0,-4.898277367049175e-09,0.0,0.9999999999999999,0.0,-4.898277367049175e-09,-1.0,0.0
380,-1.0,-1.4925760072337368e-09,0.0,1.0,5.551115123125783e-15,-1.4925760072337368e-09,-1.0,0.0
381,-0.9999999999999999,-3.0474608947450577e-09,0.0,0.9999999999999999,0.0,-3.0474608947450577e-09,-0.9999999999999999,0.0
382,-1.0,-3.6671866376902784e-09,0.0,0.9999999999999999,0.0,-3.6671866376902784e-09,-1.0,0.0
383,-0.9999999999999999,6.356124793160944e-10,0.0,1.0,5.551115123125783e-15,6.356124793160944e-10,-0.9999999999999999,0.0
384,-0.9999999999999999,2.6105789474595298e-09,0.0,0.9999999999999999,-5.551115123125783e-15,2.6105789474595298e-09,-0.9999999999999999,0.0
385,-1.0,-1.5479018067310335e-09,0.0,1.0,-5.551115123125783e-15,-1.5479018067310335e-09,-1.0,0.0
386,-1.0,-4.35477851001842e-09,0.0,1.0,-1.1102230246251565e-14,-4.35477851001842e-09,-1.0,0.0
387,-1.0000000000000002,-9.866097938626694e-10,0.0,1.0,0.0,-9.866097938626694e-10,-1.0000000000000002,0.0
388,-1.0,2.1935539495920864e-09,0.0,1.0,0.0,2.1935539495920864e-09,-1.0,0.0
389,-1.0000000000000002,-8.133993478764978e-12,0.0,1.0,0.0,-8.133993478764978e-12,-1.0000000000000002,0.0
390,-1.0,-1.9993020017317065e-09,0.0,1.0,1.1102230246251565e-14,-1.9993020017317065e-09,-1.0,0.0
391,-1.0,-1.863799059531601e-09,0.0,1.0,-1.1102230246251565e-14,-1.863799059531601e-09,-1.0,0.0
392,-1.0000000000000002,6.563136700776795e-10,0.0,1.0,-1.1102230246251565e-14,6.563136700776795e-10,-1.0000000000000002,0.0
393,-1.0000000000000002,-1.771807117689761e-09,0.0,1.0,1.1102230246251565e-14,-1.771807117689761e-09,-1.0000000000000002,0.0
394,-1.0,-3.743168802694541e-09,0.0,1.0,1.1102230246251565e-14,-3.743168802694541e-09,-1.0,0.0
395,-1.0,-3.2819297002273373e-09,0.0,0.9999999999999999,5.551115123125783e-15,-3.2819297002273373e-09,-1.0,0.0
396,-0.9999999999999999,-3.3135113819415807e-09,0.0,0.9999999999999999,5.551115123125783e-15,-3.3135113819415807e-09,-0.9999999999999999,0.0
397,-0.9999999999999999,1.3915630037164561e-09,0.0,1.0,-5.551115123125783e-15,1.3915630037164561e-09,-0.9999999999999999,0.0
398,-1.0,-1.1400475841139013e-09,0.0,1.0,-5.551115123125783e-15,-1.1400475841139013e-09,-1.0,0.0
399,-1.0,-3.7003933528456656e-09,0.0,1.0,0.0,-3.7003933528456656e-09,-1.0,0.0
400,-1.0,1.5408807008121528e-09,0.0,1.0,0.0,1.5408807008121528e-09,-1.0,0.0
401,-1.0,1.330640569952024e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,1.330640569952024e-09,-1.0,0.0
402,-1.0000000000000002,-4.109584061939842e-09,0.0,1.0,-1.1102230246251565e-14,-4.109584061939842e-09,-1.0000000000000002,0.0
403,-1.0000000000000002,-4.929475272419381e-09,0.0,1.0,1.1102230246251565e-14,-4.929475272419381e-09,-1.0000000000000002,0.0
404,-1.0,-7.910663984977973e-09,0.0,0.9999999999999999,1.6653345369377348e-14,-7.910663984977973e-09,-1.0,0.0
405,-0.9999999999999999,-5.797803709350902e-09,0.0,1.0,0.0,-5.797803709350902e-09,-0.9999999999999999,0.0
406,-1.0,-3.717006979986337e-10,0.0,1.0,-5.551115123125783e-15,-3.717006979986337e-10,-1.0,0.0
407,-1.0,4.418697741037647e-09,0.0,1.0,0.0,4.418697741037647e-09,-1.0,0.0
408,-1.0,8.210291002619385e-09,0.0,1.0,-1.1102230246251565e-14,8.210291002619385e-09,-1.0,0.0
409,-1.0000000000000002,2.205022359147435e-09,0.0,1.0,0.0,2.205022359147435e-09,-1.0000000000000002,0.0
410,-1.0,-1.3861484182697836e-09,0.0,1.0,1.6653345369377348e-14,-1.3861484182697836e-09,-1.0,0.0
411,-0.9999999999999999,-8.460994682657486e-10,0.0,1.0,0.0,-8.460994682657486e-10,-0.9999999999999999,0.0
412,-1.0,1.0777438386178062e-09,0.0,1.0,-5.551115123125783e-15,1.0777438386178062e-09,-1.0,0.0
413,-1.0,1.3987575819829345e-09,0.0,1.0,0.0,1.3987575819829345e-09,-1.0,0.0
414,-1.0,-4.988651991499893e-09,0.0,0.9999999999999999,0.0,-4.988651991499893e-09,-1.0,0.0
415,-1.0,-7.565394449793317e-09,0.0,1.0,0.0,-7.565394449793317e-09,-1.0,0.0
416,-1.0,-5.21565890476694e-09,0.0,1.0,0.0,-5.21565890476694e-09,-1.0,0.0
417,-1.0,-5.732543051362171e-10,0.0,1.0,0.0,-5.732543051362171e-10,-1.0,0.0
418,-1.0,3.927711933471301e-09,0.0,1.0,1.1102230246251565e-14,3.927711933471301e-09,-1.0,0.0
419,-0.9999999999999998,2.367279178239201e-09,0.0,1.0,-1.1102230246251565e-14,2.367279178239201e-09,-0.9999999999999998,0.0
420,-1.0000000000000002,3.5101223594402597e-09,0.0,1.0,-1.1102230246251565e-14,3.5101223594402597e-09,-1.0000000000000002,0.0
421,-1.0,3.4538494286806554e-09,0.0,0.9999999999999999,1.1102230246251565e-14,3.4538494286806554e-09,-1.0,0.0
422,-1.0,-1.328942983436221e-09,0.0,1.0,0.0,-1.328942983436221e-09,-1.0,0.0
423,-1.0,-3.979934853903799e-09,0.0,1.0,0.0,-3.979934853903799e-09,-1.0,0.0
424,-1.0,-3.966514200426374e-09,0.0,1.0,0.0,-3.966514200426374e-09,-1.0,0.0
425,-1.0,-1.909138597211424e-09,0.0,1.0,0.0,-1.909138597211424e-09,-1.0,0.0
426,-1.0,-2.2359342710664976e-09,0.0,1.0,0.0,-2.2359342710664976e-09,-1.0,0.0
427,-1.0,-7.75272643305236e-09,0.0,1.0,0.0,-7.75272643305236e-09,-1.0,0.0
428,-1.0,-7.382091438135063e-09,0.0,1.0,0.0,-7.382091438135063e-09,-1.0,0.0
429,-1.0,-3.5420172073141742e-09,0.0,0.9999999999999999,0.0,-3.5420172073141742e-09,-1.0,0.0
430,-1.0,-1.428662604885389e-09,0.0,1.0,0.0,-1.428662604885389e-09,-1.0,0.0
431,-1.0,3.362279343832597e-09,0.0,0.9999999999999999,5.551115123125783e-15,3.362279343832597e-09,-1.0,0.0
432,-0.9999999999999999,4.973718659151416e-09,0.0,1.0,0.0,4.973718659151416e-09,-0.9999999999999999,0.0
433,-1.0,4.5858352393235435e-09,0.0,1.0,-5.551115123125783e-15,4.5858352393235435e-09,-1.0,0.0
434,-1.0,5.8770639743688236e-09,0.0,1.0,0.0,5.8770639743688236e-09,-1.0,0.0
435,-1.0,3.1476128647955903e-09,0.0,1.0,5.551115123125783e-15,3.1476128647955903e-09,-1.0,0.0
436,-0.9999999999999999,3.2906281310918217e-09,0.0,1.0,5.551115123125783e-15,3.2906281310918217e-09,-0.9999999999999999,0.0
437,-0.9999999999999999,2.7492223497738166e-09,0.0,0.9999999999999999,0.0,2.7492223497738166e-09,-0.9999999999999999,0.0
438,-0.9999999999999999,7.108644228814853e-11,0.0,0.9999999999999999,-5.551115123125783e-15,7.108644228814853e-11,-0.9999999999999999,0.0
439,-1.0,2.74300551716955e-09,0.0,1.0,-5.551115123125783e-15,2.74300551716955e-09,-1.0,0.0
440,-1.0,-2.897194789630575e-09,0.0,1.0,0.0,-2.897194789630575e-09,-1.0,0.0
441,-1.0,-4.3922910308857865e-09,0.0,0.9999999999999999,0.0,-4.3922910308857865e-09,-1.0,0.0
442,-1.0,-1.1517983511399876e-09,0.0,1.0,0.0,-1.1517983511399876e-09,-1.0,0.0
443,-1.0,-1.3144815791399367e-10,0.0,1.0,0.0,-1.3144815791399367e-10,-1.0,0.0
444,-1.0,3.269194137622833e-09,0.0,1.0,5.551115123125783e-15,3.269194137622833e-09,-1.0,0.0
445,-0.9999999999999999,4.8255054813095555e-09,0.0,1.0,0.0,4.8255054813095555e-09,-0.9999999999999999,0.0
446,-1.0,1.506065827605596e-10,0.0,1.0,-1.6653345369377348e-14,1.506065827605596e-10,-1.0,0.0
447,-1.0000000000000002,-3.956660762916009e-09,0.0,1.0,0.0,-3.956660762916009e-09,-1.0000000000000002,0.0
448,-1.0,-2.3416106692542016e-09,0.0,1.0,1.1102230246251565e-14,-2.3416106692542016e-09,-1.0,0.0
449,-1.0,-3.6046710893966605e-09,0.0,0.9999999999999999,0.0,-3.6046710893966605e-09,-1.0,0.0
450,-1.0,-3.271895671064229e-10,0.0,1.0,0.0,-3.271895671064229e-10,-1.0,0.0
451,-1.0,1.2901932855413634e-09,0.0,1.0,0.0,1.2901932855413634e-09,-1.0,0.0
452,-1.0,4.5664565184733164e-10,0.0,0.9999999999999999,0.0,4.5664565184733164e-10,-1.0,0.0
453,-1.0,7.05358321750893e-09,0.0,1.0,5.551115123125783e-15,7.05358321750893e-09,-1.0,0.0
454,-0.9999999999999999,5.415742673764434e-09,0.0,1.0,0.0,5.415742673764434e-09,-0.9999999999999999,0.0
455,-1.0,-2.9635255499593782e-09,0.0,1.0,-5.551115123125783e-15,-2.9635255499593782e-09,-1.0,0.0
456,-1.0,-6.090470031083761e-09,0.0,1.0,0.0,-6.090470031083761e-09,-1.0,0.0
457,-1.0,-1.963539789096025e-09,0.0,1.0,5.551115123125783e-15,-1.963539789096025e-09,-1.0,0.0
458,-0.9999999999999999,6.010745789986061e-10,0.0,1.0,-1.1102230246251565e-14,6.010745789986061e-10,-0.9999999999999999,0.0
459,-1.0000000000000002,-8.646888760566185e-12,0.0,1.0,-5.551115123125783e-15,-8.646888760566185e-12,-1.0000000000000002,0.0
460,-1.0,1.1562015095334388e-09,0.0,1.0,1.1102230246251565e-14,1.1562015095334388e-09,-1.0,0.0
461,-1.0,1.880054723013558e-09,0.0,1.0,5.551115123125783e-15,1.880054723013558e-09,-1.0,0.0
462,-0.9999999999999999,1.2160367157676433e-10,0.0,1.0,0.0,1.2160367157676433e-10,-0.9999999999999999,0.0
463,-1.0,-2.3455708209052517e-10,0.0,1.0,-5.551115123125783e-15,-2.3455708209052517e-10,-1.0,0.0
464,-1.0,2.701004558902653e-10,0.0,0.9999999999999999,0.0,2.701004558902653e-10,-1.0,0.0
465,-1.0,-6.330030943857423e-11,0.0,1.0,0.0,-6.330030943857423e-11,-1.0,0.0
466,-1.0,1.1423188089887404e-09,0.0,1.0,0.0,1.1423188089887404e-09,-1.0,0.0
467,-1.0,1.5357970450935454e-09,0.0,1.0,0.0,1.5357970450935454e-09,-1.0,0.0
468,-1.0,2.8197513074479374e-09,0.0,1.0,0.0,2.8197513074479374e-09,-1.0,0.0
469,-1.0,2.9579227817100318e-09,0.0,1.0,0.0,2.9579227817100318e-09,-1.0,0.0
470,-1.0,-1.6204068642444724e-10,0.0,1.0,5.551115123125783e-15,-1.6204068642444724e-10,-1.0,0.0
471,-0.9999999999999999,-9.820183693998175e-10,0.0,1.0,0.0,-9.820183693998175e-10,-0.9999999999999999,0.0
472,-1.0,1.6724974599702236e-09,0.0,1.0,-5.551115123125783e-15,1.6724974599702236e-09,-1.0,0.0
473,-1.0,-1.0602073108323395e-09,0.0,1.0,5.551115123125783e-15,-1.0602073108323395e-09,-1.0,0.0
